Episode_Return,Episode_Return_smooth,env_step
9.0,74.82000000000001,305000
9.0,72.84,305250
11.0,72.48,305500
10.0,70.9,305750
10.0,70.8,306000
9.0,68.02000000000001,306250
9.0,62.62000000000001,306500
9.0,57.56,306750
10.0,52.220000000000006,307000
10.0,45.9,307250
9.0,39.88,307500
10.0,33.02000000000001,307750
10.0,26.640000000000008,308000
9.0,21.040000000000006,308250
10.0,17.020000000000003,308500
9.0,12.860000000000005,308750
10.0,9.860000000000005,309000
10.0,9.720000000000004,309250
10.0,9.540000000000004,309500
9.0,9.400000000000004,309750
9.0,9.360000000000005,310000
9.0,9.360000000000005,310250
10.0,9.400000000000006,310500
10.0,9.440000000000005,310750
10.0,9.460000000000004,311000
10.0,9.480000000000004,311250
9.0,9.460000000000004,311500
8.0,9.440000000000005,311750
8.0,9.400000000000006,312000
10.0,9.420000000000003,312250
10.0,9.420000000000003,312500
9.0,9.400000000000004,312750
9.0,9.420000000000003,313000
9.0,9.400000000000004,313250
9.0,9.380000000000004,313500
10.0,9.400000000000006,313750
10.0,9.420000000000003,314000
9.0,9.400000000000004,314250
10.0,9.400000000000004,314500
10.0,9.440000000000005,314750
10.0,9.460000000000004,315000
10.0,9.460000000000004,315250
9.0,9.440000000000005,315500
9.0,9.440000000000005,315750
9.0,9.460000000000004,316000
9.0,9.460000000000004,316250
8.0,9.460000000000004,316500
10.0,9.480000000000006,316750
9.0,9.460000000000004,317000
10.0,9.460000000000004,317250
8.0,9.440000000000005,317500
9.0,9.440000000000005,317750
8.0,9.380000000000004,318000
12.0,9.420000000000003,318250
10.0,9.420000000000003,318500
8.0,9.400000000000006,318750
10.0,9.420000000000003,319000
9.0,9.420000000000003,319250
8.0,9.380000000000004,319500
10.0,9.380000000000004,319750
10.0,9.400000000000006,320000
10.0,9.400000000000006,320250
11.0,9.420000000000003,320500
8.0,9.400000000000004,320750
9.0,9.380000000000004,321000
8.0,9.360000000000005,321250
9.0,9.340000000000003,321500
9.0,9.320000000000006,321750
10.0,9.320000000000006,322000
10.0,9.340000000000003,322250
10.0,9.360000000000005,322500
10.0,9.380000000000004,322750
9.0,9.360000000000005,323000
10.0,9.360000000000005,323250
9.0,9.340000000000003,323500
10.0,9.340000000000003,323750
11.0,9.380000000000004,324000
8.0,9.380000000000004,324250
9.0,9.400000000000004,324500
10.0,9.400000000000004,324750
10.0,9.400000000000006,325000
10.0,9.420000000000003,325250
10.0,9.440000000000005,325500
10.0,9.460000000000004,325750
10.0,9.480000000000004,326000
9.0,9.460000000000004,326250
8.0,9.420000000000003,326500
9.0,9.420000000000003,326750
9.0,9.400000000000004,327000
10.0,9.400000000000004,327250
9.0,9.380000000000004,327500
9.0,9.360000000000005,327750
9.0,9.360000000000005,328000
10.0,9.380000000000004,328250
8.0,9.360000000000005,328500
10.0,9.380000000000004,328750
9.0,9.400000000000004,329000
8.0,9.360000000000005,329250
10.0,9.380000000000004,329500
9.0,9.360000000000005,329750
11.0,9.420000000000003,330000
12.0,9.480000000000004,330250
9.0,9.500000000000004,330500
11.0,9.480000000000004,330750
17.0,9.620000000000005,331000
8.0,9.620000000000005,331250
12.0,9.660000000000004,331500
10.0,9.680000000000003,331750
26.0,10.040000000000004,332000
10.0,10.040000000000004,332250
18.0,10.200000000000005,332500
47.0,10.940000000000005,332750
77.0,12.260000000000003,333000
169.0,15.480000000000004,333250
222.0,19.74000000000001,333500
115.0,21.88,333750
18.0,22.06,334000
13.0,22.140000000000004,334250
16.0,22.260000000000005,334500
99.0,24.040000000000003,334750
18.0,24.200000000000003,335000
115.0,26.300000000000004,335250
105.0,28.22000000000001,335500
103.0,30.080000000000005,335750
12.0,30.140000000000008,336000
13.0,30.200000000000003,336250
13.0,30.24,336500
21.0,30.500000000000004,336750
102.0,32.36000000000001,337000
22.0,32.6,337250
111.0,34.620000000000005,337500
12.0,34.660000000000004,337750
21.0,34.88,338000
19.0,35.06000000000001,338250
98.0,36.82000000000001,338500
26.0,37.16,338750
109.0,39.18000000000001,339000
113.0,41.260000000000005,339250
113.0,43.34,339500
112.0,45.38,339750
116.0,47.52000000000001,340000
127.0,49.88000000000001,340250
133.0,52.36000000000001,340500
134.0,54.84,340750
138.0,57.440000000000005,341000
151.0,60.260000000000005,341250
158.0,63.24,341500
160.0,66.28,341750
196.0,70.0,342000
177.0,73.36000000000001,342250
197.0,77.08,342500
181.0,80.46000000000002,342750
249.0,85.26,343000
203.0,89.10000000000001,343250
222.0,93.2,343500
203.0,97.1,343750
276.0,102.38,344000
231.0,106.8,344250
254.0,111.36,344500
334.0,117.84,344750
253.0,122.54,345000
275.0,127.10000000000002,345250
226.0,130.08,345500
221.0,131.12,345750
270.0,132.08,346000
309.0,135.96,346250
292.0,141.44,346500
187.0,144.92000000000002,346750
238.0,149.36,347000
165.0,150.68,347250
185.0,154.02,347500
158.0,154.88,347750
150.0,155.78,348000
156.0,156.83999999999995,348250
154.0,159.67999999999998,348500
160.0,162.62,348750
182.0,166.0,349000
160.0,168.78,349250
182.0,170.38000000000002,349500
173.0,173.40000000000003,349750
184.0,174.86,350000
179.0,178.2,350250
197.0,181.72,350500
178.0,184.9,350750
193.0,186.8,351000
205.0,190.38,351250
196.0,192.12,351500
211.0,194.08,351750
209.0,196.0,352000
204.0,197.84,352250
197.0,199.46,352500
200.0,200.92,352750
217.0,202.6,353000
222.0,204.36000000000004,353250
214.0,205.88,353500
215.0,207.16,353750
222.0,208.44000000000003,354000
269.0,210.62,354250
440.0,215.5,354500
362.0,219.2,354750
500.0,225.26,355000
500.0,231.64,355250
500.0,236.66,355500
500.0,242.6,355750
500.0,248.16000000000005,356000
500.0,254.1,356250
500.0,258.58000000000004,356500
500.0,263.96000000000004,356750
500.0,268.88,357000
500.0,272.2,357250
500.0,277.14,357500
500.0,281.64,357750
500.0,287.12,358000
500.0,292.7,358250
500.0,297.3,358500
500.0,301.12,358750
500.0,305.28,359000
500.0,311.54,359250
500.0,316.78000000000003,359500
500.0,323.48,359750
500.0,329.78000000000003,360000
500.0,336.61999999999995,360250
500.0,343.62000000000006,360500
500.0,350.5,360750
500.0,357.42,361000
500.0,364.22,361250
500.0,370.58,361500
500.0,377.38,361750
500.0,383.74,362000
500.0,390.28,362250
500.0,396.6000000000001,362500
500.0,403.02,362750
500.0,409.08,363000
500.0,415.52,363250
500.0,421.66,363500
500.0,427.56,363750
500.0,433.64,364000
500.0,439.42,364250
500.0,445.24,364500
500.0,451.16,364750
500.0,457.22,365000
500.0,463.22,365250
500.0,468.88,365500
500.0,474.44000000000005,365750
500.0,480.16,366000
500.0,485.86,366250
500.0,491.42,366500
500.0,496.04,366750
500.0,497.24,367000
500.0,500.0,367250
500.0,500.0,367500
500.0,500.0,367750
500.0,500.0,368000
500.0,500.0,368250
500.0,500.0,368500
500.0,500.0,368750
500.0,500.0,369000
500.0,500.0,369250
500.0,500.0,369500
500.0,500.0,369750
500.0,500.0,370000
500.0,500.0,370250
500.0,500.0,370500
500.0,500.0,370750
500.0,500.0,371000
500.0,500.0,371250
500.0,500.0,371500
500.0,500.0,371750
500.0,500.0,372000
500.0,500.0,372250
500.0,500.0,372500
500.0,500.0,372750
500.0,500.0,373000
500.0,500.0,373250
500.0,500.0,373500
500.0,500.0,373750
500.0,500.0,374000
500.0,500.0,374250
500.0,500.0,374500
500.0,500.0,374750
500.0,500.0,375000
500.0,500.0,375250
500.0,500.0,375500
500.0,500.0,375750
500.0,500.0,376000
500.0,500.0,376250
500.0,500.0,376500
500.0,500.0,376750
500.0,500.0,377000
500.0,500.0,377250
500.0,500.0,377500
500.0,500.0,377750
500.0,500.0,378000
500.0,500.0,378250
500.0,500.0,378500
500.0,500.0,378750
500.0,500.0,379000
500.0,500.0,379250
500.0,500.0,379500
500.0,500.0,379750
500.0,500.0,380000
500.0,500.0,380250
500.0,500.0,380500
500.0,500.0,380750
500.0,500.0,381000
500.0,500.0,381250
500.0,500.0,381500
500.0,500.0,381750
500.0,500.0,382000
500.0,500.0,382250
500.0,500.0,382500
500.0,500.0,382750
500.0,500.0,383000
500.0,500.0,383250
500.0,500.0,383500
500.0,500.0,383750
500.0,500.0,384000
500.0,500.0,384250
500.0,500.0,384500
500.0,500.0,384750
500.0,500.0,385000
500.0,500.0,385250
500.0,500.0,385500
500.0,500.0,385750
500.0,500.0,386000
500.0,500.0,386250
500.0,500.0,386500
500.0,500.0,386750
500.0,500.0,387000
500.0,500.0,387250
500.0,500.0,387500
500.0,500.0,387750
500.0,500.0,388000
500.0,500.0,388250
500.0,500.0,388500
500.0,500.0,388750
500.0,500.0,389000
500.0,500.0,389250
500.0,500.0,389500
500.0,500.0,389750
500.0,500.0,390000
500.0,500.0,390250
500.0,500.0,390500
500.0,500.0,390750
500.0,500.0,391000
500.0,500.0,391250
500.0,500.0,391500
500.0,500.0,391750
500.0,500.0,392000
500.0,500.0,392250
500.0,500.0,392500
500.0,500.0,392750
500.0,500.0,393000
500.0,500.0,393250
500.0,500.0,393500
500.0,500.0,393750
500.0,500.0,394000
500.0,500.0,394250
500.0,500.0,394500
500.0,500.0,394750
500.0,500.0,395000
500.0,500.0,395250
500.0,500.0,395500
500.0,500.0,395750
500.0,500.0,396000
500.0,500.0,396250
500.0,500.0,396500
500.0,500.0,396750
500.0,500.0,397000
500.0,500.0,397250
500.0,500.0,397500
500.0,500.0,397750
500.0,500.0,398000
500.0,500.0,398250
500.0,500.0,398500
500.0,500.0,398750
500.0,500.0,399000
500.0,500.0,399250
500.0,500.0,399500
500.0,500.0,399750
500.0,500.0,400000
500.0,500.0,400250
500.0,500.0,400500
500.0,500.0,400750
500.0,500.0,401000
500.0,500.0,401250
500.0,500.0,401500
500.0,500.0,401750
500.0,500.0,402000
500.0,500.0,402250
500.0,500.0,402500
500.0,500.0,402750
500.0,500.0,403000
500.0,500.0,403250
500.0,500.0,403500
500.0,500.0,403750
500.0,500.0,404000
500.0,500.0,404250
500.0,500.0,404500
500.0,500.0,404750
500.0,500.0,405000
500.0,500.0,405250
500.0,500.0,405500
500.0,500.0,405750
500.0,500.0,406000
500.0,500.0,406250
500.0,500.0,406500
500.0,500.0,406750
500.0,500.0,407000
500.0,500.0,407250
500.0,500.0,407500
500.0,500.0,407750
500.0,500.0,408000
500.0,500.0,408250
500.0,500.0,408500
500.0,500.0,408750
500.0,500.0,409000
500.0,500.0,409250
500.0,500.0,409500
500.0,500.0,409750
500.0,500.0,410000
500.0,500.0,410250
500.0,500.0,410500
500.0,500.0,410750
500.0,500.0,411000
500.0,500.0,411250
500.0,500.0,411500
500.0,500.0,411750
500.0,500.0,412000
500.0,500.0,412250
500.0,500.0,412500
500.0,500.0,412750
500.0,500.0,413000
500.0,500.0,413250
500.0,500.0,413500
500.0,500.0,413750
500.0,500.0,414000
500.0,500.0,414250
500.0,500.0,414500
500.0,500.0,414750
500.0,500.0,415000
500.0,500.0,415250
500.0,500.0,415500
500.0,500.0,415750
500.0,500.0,416000
500.0,500.0,416250
500.0,500.0,416500
500.0,500.0,416750
500.0,500.0,417000
500.0,500.0,417250
500.0,500.0,417500
500.0,500.0,417750
500.0,500.0,418000
500.0,500.0,418250
500.0,500.0,418500
500.0,500.0,418750
500.0,500.0,419000
500.0,500.0,419250
500.0,500.0,419500
500.0,500.0,419750
500.0,500.0,420000
500.0,500.0,420250
500.0,500.0,420500
500.0,500.0,420750
500.0,500.0,421000
500.0,500.0,421250
500.0,500.0,421500
500.0,500.0,421750
500.0,500.0,422000
500.0,500.0,422250
500.0,500.0,422500
500.0,500.0,422750
500.0,500.0,423000
500.0,500.0,423250
500.0,500.0,423500
500.0,500.0,423750
500.0,500.0,424000
500.0,500.0,424250
500.0,500.0,424500
500.0,500.0,424750
500.0,500.0,425000
500.0,500.0,425250
500.0,500.0,425500
500.0,500.0,425750
500.0,500.0,426000
500.0,500.0,426250
500.0,500.0,426500
500.0,500.0,426750
500.0,500.0,427000
500.0,500.0,427250
500.0,500.0,427500
500.0,500.0,427750
500.0,500.0,428000
500.0,500.0,428250
500.0,500.0,428500
500.0,500.0,428750
500.0,500.0,429000
500.0,500.0,429250
500.0,500.0,429500
500.0,500.0,429750
500.0,500.0,430000
500.0,500.0,430250
500.0,500.0,430500
500.0,500.0,430750
500.0,500.0,431000
500.0,500.0,431250
500.0,500.0,431500
500.0,500.0,431750
500.0,500.0,432000
500.0,500.0,432250
500.0,500.0,432500
500.0,500.0,432750
500.0,500.0,433000
500.0,500.0,433250
500.0,500.0,433500
500.0,500.0,433750
500.0,500.0,434000
500.0,500.0,434250
500.0,500.0,434500
500.0,500.0,434750
500.0,500.0,435000
500.0,500.0,435250
500.0,500.0,435500
500.0,500.0,435750
500.0,500.0,436000
500.0,500.0,436250
500.0,500.0,436500
500.0,500.0,436750
500.0,500.0,437000
500.0,500.0,437250
500.0,500.0,437500
500.0,500.0,437750
500.0,500.0,438000
500.0,500.0,438250
500.0,500.0,438500
500.0,500.0,438750
500.0,500.0,439000
500.0,500.0,439250
500.0,500.0,439500
500.0,500.0,439750
500.0,500.0,440000
500.0,500.0,440250
500.0,500.0,440500
500.0,500.0,440750
500.0,500.0,441000
500.0,500.0,441250
500.0,500.0,441500
500.0,500.0,441750
500.0,500.0,442000
500.0,500.0,442250
500.0,500.0,442500
500.0,500.0,442750
500.0,500.0,443000
500.0,500.0,443250
500.0,500.0,443500
500.0,500.0,443750
500.0,500.0,444000
500.0,500.0,444250
500.0,500.0,444500
500.0,500.0,444750
500.0,500.0,445000
500.0,500.0,445250
500.0,500.0,445500
500.0,500.0,445750
500.0,500.0,446000
500.0,500.0,446250
500.0,500.0,446500
500.0,500.0,446750
500.0,500.0,447000
500.0,500.0,447250
500.0,500.0,447500
500.0,500.0,447750
500.0,500.0,448000
500.0,500.0,448250
500.0,500.0,448500
500.0,500.0,448750
500.0,500.0,449000
500.0,500.0,449250
500.0,500.0,449500
500.0,500.0,449750
500.0,500.0,450000
500.0,500.0,450250
500.0,500.0,450500
500.0,500.0,450750
500.0,500.0,451000
500.0,500.0,451250
340.0,496.8,451500
500.0,496.8,451750
500.0,496.8,452000
500.0,496.8,452250
500.0,496.8,452500
500.0,496.8,452750
500.0,496.8,453000
500.0,496.8,453250
500.0,496.8,453500
500.0,496.8,453750
500.0,496.8,454000
500.0,496.8,454250
500.0,496.8,454500
500.0,496.8,454750
500.0,496.8,455000
500.0,496.8,455250
500.0,496.8,455500
488.0,496.56,455750
500.0,496.56,456000
500.0,496.56,456250
459.0,495.74,456500
500.0,495.74,456750
500.0,495.74,457000
500.0,495.74,457250
500.0,495.74,457500
500.0,495.74,457750
500.0,495.74,458000
500.0,495.74,458250
500.0,495.74,458500
500.0,495.74,458750
500.0,495.74,459000
500.0,495.74,459250
500.0,495.74,459500
500.0,495.74,459750
500.0,495.74,460000
500.0,495.74,460250
500.0,495.74,460500
500.0,495.74,460750
500.0,495.74,461000
500.0,495.74,461250
500.0,495.74,461500
500.0,495.74,461750
500.0,495.74,462000
500.0,495.74,462250
500.0,495.74,462500
500.0,495.74,462750
500.0,495.74,463000
500.0,495.74,463250
500.0,495.74,463500
500.0,495.74,463750
500.0,498.94,464000
500.0,498.94,464250
500.0,498.94,464500
500.0,498.94,464750
500.0,498.94,465000
500.0,498.94,465250
500.0,498.94,465500
500.0,498.94,465750
500.0,498.94,466000
500.0,498.94,466250
500.0,498.94,466500
500.0,498.94,466750
500.0,498.94,467000
500.0,498.94,467250
500.0,498.94,467500
500.0,498.94,467750
500.0,498.94,468000
500.0,499.18,468250
500.0,499.18,468500
500.0,499.18,468750
500.0,500.0,469000
500.0,500.0,469250
500.0,500.0,469500
500.0,500.0,469750
500.0,500.0,470000
500.0,500.0,470250
500.0,500.0,470500
500.0,500.0,470750
500.0,500.0,471000
500.0,500.0,471250
500.0,500.0,471500
500.0,500.0,471750
500.0,500.0,472000
500.0,500.0,472250
500.0,500.0,472500
500.0,500.0,472750
500.0,500.0,473000
500.0,500.0,473250
500.0,500.0,473500
500.0,500.0,473750
500.0,500.0,474000
500.0,500.0,474250
500.0,500.0,474500
500.0,500.0,474750
500.0,500.0,475000
500.0,500.0,475250
500.0,500.0,475500
500.0,500.0,475750
500.0,500.0,476000
500.0,500.0,476250
500.0,500.0,476500
500.0,500.0,476750
500.0,500.0,477000
500.0,500.0,477250
500.0,500.0,477500
500.0,500.0,477750
500.0,500.0,478000
500.0,500.0,478250
500.0,500.0,478500
500.0,500.0,478750
500.0,500.0,479000
500.0,500.0,479250
500.0,500.0,479500
500.0,500.0,479750
500.0,500.0,480000
500.0,500.0,480250
500.0,500.0,480500
500.0,500.0,480750
500.0,500.0,481000
500.0,500.0,481250
500.0,500.0,481500
500.0,500.0,481750
500.0,500.0,482000
500.0,500.0,482250
500.0,500.0,482500
500.0,500.0,482750
500.0,500.0,483000
500.0,500.0,483250
500.0,500.0,483500
500.0,500.0,483750
500.0,500.0,484000
500.0,500.0,484250
500.0,500.0,484500
500.0,500.0,484750
500.0,500.0,485000
500.0,500.0,485250
500.0,500.0,485500
500.0,500.0,485750
500.0,500.0,486000
500.0,500.0,486250
500.0,500.0,486500
500.0,500.0,486750
500.0,500.0,487000
500.0,500.0,487250
500.0,500.0,487500
392.0,497.84,487750
459.0,497.0200000000001,488000
315.0,493.32,488250
278.0,488.88000000000005,488500
293.0,484.74000000000007,488750
286.0,480.46,489000
259.0,475.64,489250
258.0,470.8,489500
315.0,467.1,489750
301.0,463.12,490000
267.0,458.46,490250
377.0,456.0,490500
436.0,454.72,490750
500.0,454.72,491000
500.0,454.72,491250
500.0,454.72,491500
500.0,454.72,491750
500.0,454.72,492000
500.0,454.72,492250
500.0,454.72,492500
500.0,454.72,492750
500.0,454.72,493000
500.0,454.72,493250
500.0,454.72,493500
500.0,454.72,493750
500.0,454.72,494000
500.0,454.72,494250
500.0,454.72,494500
500.0,454.72,494750
500.0,454.72,495000
500.0,454.72,495250
500.0,454.72,495500
500.0,454.72,495750
500.0,454.72,496000
500.0,454.72,496250
500.0,454.72,496500
500.0,454.72,496750
500.0,454.72,497000
500.0,454.72,497250
500.0,454.72,497500
500.0,454.72,497750
500.0,454.72,498000
500.0,454.72,498250
500.0,454.72,498500
500.0,454.72,498750
500.0,454.72,499000
500.0,454.72,499250
500.0,454.72,499500
500.0,454.72,499750
500.0,454.72,500000
500.0,456.88,500250
500.0,457.7000000000001,500500
500.0,461.4,500750
500.0,465.84,501000
500.0,469.98,501250
500.0,474.26,501500
500.0,479.08,501750
500.0,483.92,502000
500.0,487.62,502250
500.0,491.6,502500
500.0,496.26,502750
500.0,498.72,503000
500.0,500.0,503250
500.0,500.0,503500
500.0,500.0,503750
500.0,500.0,504000
500.0,500.0,504250
500.0,500.0,504500
500.0,500.0,504750
500.0,500.0,505000
500.0,500.0,505250
500.0,500.0,505500
500.0,500.0,505750
500.0,500.0,506000
500.0,500.0,506250
500.0,500.0,506500
500.0,500.0,506750
500.0,500.0,507000
500.0,500.0,507250
500.0,500.0,507500
500.0,500.0,507750
500.0,500.0,508000
500.0,500.0,508250
500.0,500.0,508500
500.0,500.0,508750
500.0,500.0,509000
500.0,500.0,509250
500.0,500.0,509500
500.0,500.0,509750
500.0,500.0,510000
500.0,500.0,510250
500.0,500.0,510500
500.0,500.0,510750
500.0,500.0,511000
500.0,500.0,511250
500.0,500.0,511500
500.0,500.0,511750
500.0,500.0,512000
500.0,500.0,512250
500.0,500.0,512500
500.0,500.0,512750
500.0,500.0,513000
500.0,500.0,513250
500.0,500.0,513500
500.0,500.0,513750
500.0,500.0,514000
500.0,500.0,514250
500.0,500.0,514500
500.0,500.0,514750
500.0,500.0,515000
500.0,500.0,515250
500.0,500.0,515500
500.0,500.0,515750
500.0,500.0,516000
500.0,500.0,516250
500.0,500.0,516500
500.0,500.0,516750
500.0,500.0,517000
500.0,500.0,517250
500.0,500.0,517500
500.0,500.0,517750
500.0,500.0,518000
500.0,500.0,518250
500.0,500.0,518500
500.0,500.0,518750
500.0,500.0,519000
500.0,500.0,519250
500.0,500.0,519500
500.0,500.0,519750
500.0,500.0,520000
500.0,500.0,520250
500.0,500.0,520500
500.0,500.0,520750
500.0,500.0,521000
500.0,500.0,521250
500.0,500.0,521500
500.0,500.0,521750
500.0,500.0,522000
500.0,500.0,522250
500.0,500.0,522500
500.0,500.0,522750
500.0,500.0,523000
500.0,500.0,523250
500.0,500.0,523500
500.0,500.0,523750
500.0,500.0,524000
500.0,500.0,524250
500.0,500.0,524500
500.0,500.0,524750
500.0,500.0,525000
500.0,500.0,525250
500.0,500.0,525500
500.0,500.0,525750
500.0,500.0,526000
500.0,500.0,526250
500.0,500.0,526500
500.0,500.0,526750
500.0,500.0,527000
500.0,500.0,527250
500.0,500.0,527500
500.0,500.0,527750
500.0,500.0,528000
500.0,500.0,528250
500.0,500.0,528500
500.0,500.0,528750
500.0,500.0,529000
500.0,500.0,529250
500.0,500.0,529500
500.0,500.0,529750
500.0,500.0,530000
500.0,500.0,530250
500.0,500.0,530500
500.0,500.0,530750
500.0,500.0,531000
500.0,500.0,531250
500.0,500.0,531500
500.0,500.0,531750
500.0,500.0,532000
500.0,500.0,532250
500.0,500.0,532500
500.0,500.0,532750
500.0,500.0,533000
500.0,500.0,533250
500.0,500.0,533500
500.0,500.0,533750
500.0,500.0,534000
500.0,500.0,534250
500.0,500.0,534500
500.0,500.0,534750
500.0,500.0,535000
500.0,500.0,535250
500.0,500.0,535500
500.0,500.0,535750
500.0,500.0,536000
500.0,500.0,536250
500.0,500.0,536500
500.0,500.0,536750
500.0,500.0,537000
500.0,500.0,537250
500.0,500.0,537500
500.0,500.0,537750
500.0,500.0,538000
500.0,500.0,538250
500.0,500.0,538500
500.0,500.0,538750
500.0,500.0,539000
500.0,500.0,539250
500.0,500.0,539500
500.0,500.0,539750
500.0,500.0,540000
500.0,500.0,540250
500.0,500.0,540500
500.0,500.0,540750
500.0,500.0,541000
500.0,500.0,541250
500.0,500.0,541500
500.0,500.0,541750
500.0,500.0,542000
500.0,500.0,542250
500.0,500.0,542500
500.0,500.0,542750
500.0,500.0,543000
500.0,500.0,543250
500.0,500.0,543500
500.0,500.0,543750
500.0,500.0,544000
500.0,500.0,544250
500.0,500.0,544500
500.0,500.0,544750
500.0,500.0,545000
500.0,500.0,545250
500.0,500.0,545500
500.0,500.0,545750
500.0,500.0,546000
500.0,500.0,546250
500.0,500.0,546500
500.0,500.0,546750
500.0,500.0,547000
500.0,500.0,547250
500.0,500.0,547500
500.0,500.0,547750
500.0,500.0,548000
500.0,500.0,548250
500.0,500.0,548500
500.0,500.0,548750
500.0,500.0,549000
500.0,500.0,549250
500.0,500.0,549500
500.0,500.0,549750
500.0,500.0,550000
500.0,500.0,550250
500.0,500.0,550500
500.0,500.0,550750
500.0,500.0,551000
500.0,500.0,551250
500.0,500.0,551500
500.0,500.0,551750
500.0,500.0,552000
500.0,500.0,552250
500.0,500.0,552500
500.0,500.0,552750
500.0,500.0,553000
443.0,498.86,553250
500.0,498.86,553500
500.0,498.86,553750
500.0,498.86,554000
500.0,498.86,554250
500.0,498.86,554500
500.0,498.86,554750
500.0,498.86,555000
500.0,498.86,555250
500.0,498.86,555500
500.0,498.86,555750
500.0,498.86,556000
500.0,498.86,556250
500.0,498.86,556500
500.0,498.86,556750
500.0,498.86,557000
500.0,498.86,557250
500.0,498.86,557500
500.0,498.86,557750
500.0,498.86,558000
500.0,498.86,558250
500.0,498.86,558500
500.0,498.86,558750
500.0,498.86,559000
500.0,498.86,559250
500.0,498.86,559500
500.0,498.86,559750
500.0,498.86,560000
500.0,498.86,560250
500.0,498.86,560500
500.0,498.86,560750
500.0,498.86,561000
500.0,498.86,561250
500.0,498.86,561500
500.0,498.86,561750
500.0,498.86,562000
500.0,498.86,562250
500.0,498.86,562500
500.0,498.86,562750
500.0,498.86,563000
500.0,498.86,563250
500.0,498.86,563500
500.0,498.86,563750
500.0,498.86,564000
500.0,498.86,564250
500.0,498.86,564500
500.0,498.86,564750
500.0,498.86,565000
500.0,498.86,565250
500.0,498.86,565500
500.0,500.0,565750
500.0,500.0,566000
500.0,500.0,566250
500.0,500.0,566500
500.0,500.0,566750
500.0,500.0,567000
500.0,500.0,567250
500.0,500.0,567500
500.0,500.0,567750
500.0,500.0,568000
500.0,500.0,568250
500.0,500.0,568500
500.0,500.0,568750
500.0,500.0,569000
500.0,500.0,569250
482.0,499.64,569500
468.0,499.0,569750
500.0,499.0,570000
495.0,498.9,570250
480.0,498.5,570500
486.0,498.2199999999999,570750
383.0,495.88,571000
500.0,495.88,571250
394.0,493.76,571500
500.0,493.76,571750
500.0,493.76,572000
500.0,493.76,572250
500.0,493.76,572500
500.0,493.76,572750
500.0,493.76,573000
500.0,493.76,573250
500.0,493.76,573500
500.0,493.76,573750
500.0,493.76,574000
500.0,493.76,574250
500.0,493.76,574500
458.0,492.92,574750
493.0,492.78,575000
364.0,490.06,575250
500.0,490.06,575500
500.0,490.06,575750
500.0,490.06,576000
500.0,490.06,576250
500.0,490.06,576500
500.0,490.06,576750
500.0,490.06,577000
500.0,490.06,577250
500.0,490.06,577500
500.0,490.06,577750
500.0,490.06,578000
500.0,490.06,578250
500.0,490.06,578500
500.0,490.06,578750
500.0,490.06,579000
500.0,490.06,579250
500.0,490.06,579500
500.0,490.06,579750
500.0,490.06,580000
500.0,490.06,580250
500.0,490.06,580500
500.0,490.06,580750
500.0,490.06,581000
500.0,490.06,581250
500.0,490.06,581500
500.0,490.06,581750
500.0,490.42,582000
500.0,491.06,582250
500.0,491.06,582500
500.0,491.16,582750
500.0,491.56000000000006,583000
500.0,491.84,583250
500.0,494.18000000000006,583500
500.0,494.18000000000006,583750
500.0,496.3,584000
500.0,496.3,584250
500.0,496.3,584500
500.0,496.3,584750
500.0,496.3,585000
500.0,496.3,585250
500.0,496.3,585500
500.0,496.3,585750
500.0,496.3,586000
500.0,496.3,586250
500.0,496.3,586500
500.0,496.3,586750
500.0,496.3,587000
500.0,497.1400000000001,587250
500.0,497.28,587500
500.0,500.0,587750
500.0,500.0,588000
500.0,500.0,588250
500.0,500.0,588500
500.0,500.0,588750
500.0,500.0,589000
500.0,500.0,589250
500.0,500.0,589500
500.0,500.0,589750
500.0,500.0,590000
500.0,500.0,590250
500.0,500.0,590500
500.0,500.0,590750
500.0,500.0,591000
500.0,500.0,591250
500.0,500.0,591500
500.0,500.0,591750
500.0,500.0,592000
500.0,500.0,592250
500.0,500.0,592500
500.0,500.0,592750
500.0,500.0,593000
500.0,500.0,593250
500.0,500.0,593500
500.0,500.0,593750
500.0,500.0,594000
500.0,500.0,594250
500.0,500.0,594500
500.0,500.0,594750
500.0,500.0,595000
500.0,500.0,595250
500.0,500.0,595500
500.0,500.0,595750
500.0,500.0,596000
500.0,500.0,596250
500.0,500.0,596500
500.0,500.0,596750
500.0,500.0,597000
500.0,500.0,597250
500.0,500.0,597500
500.0,500.0,597750
500.0,500.0,598000
500.0,500.0,598250
500.0,500.0,598500
500.0,500.0,598750
500.0,500.0,599000
500.0,500.0,599250
500.0,500.0,599500
500.0,500.0,599750
500.0,500.0,600000
500.0,500.0,600250
500.0,500.0,600500
500.0,500.0,600750
500.0,500.0,601000
500.0,500.0,601250
500.0,500.0,601500
500.0,500.0,601750
500.0,500.0,602000
500.0,500.0,602250
500.0,500.0,602500
500.0,500.0,602750
500.0,500.0,603000
500.0,500.0,603250
500.0,500.0,603500
500.0,500.0,603750
500.0,500.0,604000
500.0,500.0,604250
500.0,500.0,604500
500.0,500.0,604750
500.0,500.0,605000
500.0,500.0,605250
500.0,500.0,605500
500.0,500.0,605750
500.0,500.0,606000
500.0,500.0,606250
500.0,500.0,606500
500.0,500.0,606750
500.0,500.0,607000
500.0,500.0,607250
500.0,500.0,607500
500.0,500.0,607750
